Date,Region,Product,Category,Campaign,Marketing_Channel,Quarter,Spend,Impressions,Clicks,Conversions,Conversion Rate,Revenue,CTR,CPC,ROI
5/26/2023,South,Gym Gloves,Health & Fitness,Summer Sale Campaign,Social Media,Q2,3550,107000,4280,214,5%,32100,0.04,0.83,8.04
6/2/2023,South,Sneakers,Fashion,Flash Sale Campaign,Email,Q2,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
6/9/2023,East,Fitness Tracker,Electronics,Summer Sale Campaign,Search Engine,Q2,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
6/16/2023,South,Casual T-Shirt,Fashion,Social Media Boost Campaign,Direct Mail,Q2,5700,60000,1800,90,5%,22500,0.03,3.17,2.95
6/23/2023,North,Casual T-Shirt,Fashion,Summer Sale Campaign,Email,Q2,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
6/30/2023,South,Sneakers,Fashion,Social Media Boost Campaign,Social Media,Q3,3750,113000,4520,226,5%,33900,0.04,0.83,8.04
7/7/2023,North,Hoodie,Fashion,Email Promotion,Email,Q3,3050,92000,4600,230,5%,34500,0.05,0.66,10.31
7/14/2023,South,Hoodie,Fashion,Summer Sale Campaign,Search Engine,Q3,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
7/21/2023,South,Yoga Mat,Health & Fitness,Summer Sale Campaign,Direct Mail,Q3,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
7/28/2023,North,Wireless Earbuds,Electronics,Retargeting Campaign,Email,Q3,3150,95000,4750,238,5%,35625,0.05,0.66,10.31
8/4/2023,East,Fitness Tracker,Electronics,Social Media Boost Campaign,Social Media,Q3,3850,117000,4680,234,5%,35100,0.04,0.82,8.12
8/11/2023,West,Denim Jeans,Fashion,Cart Abandonment Campaign,Email,Q3,3250,98000,4900,245,5%,36750,0.05,0.66,10.31
8/18/2023,South,Laptop Stand,Electronics,Summer Sale Campaign,Search Engine,Q3,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
8/25/2023,South,Smart Watch,Electronics,Summer Sale Campaign,Direct Mail,Q3,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
9/1/2023,East,Denim Jeans,Fashion,Social Media Boost Campaign,Email,Q3,3350,101000,5050,252,5%,37875,0.05,0.66,10.31
9/8/2023,South,Sneakers,Fashion,Social Media Boost Campaign,Social Media,Q3,3950,120000,4800,240,5%,36000,0.04,0.82,8.11
9/15/2023,East,Gym Gloves,Health & Fitness,Email Promotion,Email,Q3,3450,104000,5200,260,5%,39000,0.05,0.66,10.3
9/22/2023,East,Bluetooth Speaker,Electronics,New Product Launch,Search Engine,Q4,4450,137000,5480,274,5%,41100,0.04,0.81,8.24
9/29/2023,North,Resistance Bands,Health & Fitness,Email Promotion,Direct Mail,Q4,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
10/6/2023,South,Running Shoes,Fashion,Social Media Boost Campaign,Email,Q4,3550,107000,5350,268,5%,40125,0.05,0.66,10.3
10/13/2023,North,Bluetooth Speaker,Electronics,Retargeting Campaign,Social Media,Q4,4050,123000,4920,246,5%,36900,0.04,0.82,8.11
10/20/2023,West,Casual T-Shirt,Fashion,Email Promotion,Email,Q4,3650,110000,5500,275,5%,41250,0.05,0.66,10.3
10/27/2023,South,Running Shoes,Fashion,Influencer Marketing Campaign,Search Engine,Q4,4550,140000,5600,280,5%,42000,0.04,0.81,8.23
11/3/2023,North,Gaming Mouse,Electronics,New Product Launch,Direct Mail,Q4,6400,67000,2010,100,5%,25125,0.03,3.18,2.93
11/10/2023,South,Smart Watch,Electronics,Email Promotion,Email,Q4,3750,113000,5650,282,5%,42375,0.05,0.66,10.3
11/17/2023,North,Smart Watch,Electronics,Brand Awareness Campaign,Social Media,Q4,4150,126000,5040,252,5%,37800,0.04,0.82,8.11
11/24/2023,East,Sports Jacket,Fashion,Summer Sale Campaign,Email,Q4,3850,116000,5800,290,5%,43500,0.05,0.66,10.3
12/1/2023,East,Power Bank,Electronics,Summer Sale Campaign,Search Engine,Q4,4650,143000,5720,286,5%,42900,0.04,0.81,8.23
12/8/2023,North,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Direct Mail,Q4,6500,68000,2040,102,5%,25500,0.03,3.19,2.92
12/15/2023,South,Resistance Bands,Health & Fitness,Seasonal Discount Campaign,Email,Q4,3950,119000,5950,298,5%,44625,0.05,0.66,10.3
12/22/2023,North,Casual T-Shirt,Fashion,New Product Launch,Social Media,Q4,4250,129000,5160,258,5%,38700,0.04,0.82,8.11
12/29/2023,West,Protein Powder,Health & Fitness,New Product Launch,Email,Q4,4050,122000,6100,305,5%,45750,0.05,0.66,10.3
1/5/2024,West,Yoga Pants,Fashion,New Product Launch,Search Engine,Q1,4750,146000,5840,292,5%,43800,0.04,0.81,8.22
1/12/2024,North,Gaming Mouse,Electronics,Flash Sale Campaign,Direct Mail,Q1,6600,69000,2070,104,5%,25875,0.03,3.19,2.92
1/19/2024,North,Sneakers,Fashion,Summer Sale Campaign,Email,Q1,4150,125000,6250,312,5%,46875,0.05,0.66,10.3
1/26/2024,West,Mechanical Keyboard,Electronics,Summer Sale Campaign,Social Media,Q1,4350,132000,5280,264,5%,39600,0.04,0.82,8.1
2/2/2024,North,Smart Watch,Electronics,Social Media Boost Campaign,Email,Q1,4250,128000,6400,320,5%,48000,0.05,0.66,10.29
2/9/2024,South,Wireless Earbuds,Electronics,Retargeting Campaign,Search Engine,Q1,4850,149000,5960,298,5%,44700,0.04,0.81,8.22
2/16/2024,South,Fitness Tracker,Electronics,Retargeting Campaign,Direct Mail,Q1,6700,70000,2100,105,5%,26250,0.03,3.19,2.92
2/23/2024,North,Yoga Mat,Health & Fitness,Brand Awareness Campaign,Email,Q1,4350,131000,6550,328,5%,49125,0.05,0.66,10.29
3/1/2024,South,Yoga Pants,Fashion,Email Promotion,Social Media,Q1,4450,135000,5400,270,5%,40500,0.04,0.82,8.1
3/8/2024,South,Sports Jacket,Fashion,New Product Launch,Email,Q1,4450,134000,6700,335,5%,50250,0.05,0.66,10.29
3/15/2024,South,Casual T-Shirt,Fashion,Summer Sale Campaign,Search Engine,Q2,4950,152000,6080,304,5%,45600,0.04,0.81,8.21
3/22/2024,West,Wireless Earbuds,Electronics,Flash Sale Campaign,Direct Mail,Q2,6800,71000,2130,106,5%,26625,0.03,3.19,2.92
3/29/2024,West,Wireless Earbuds,Electronics,Retargeting Campaign,Email,Q2,4550,137000,6850,342,5%,51375,0.05,0.66,10.29
4/5/2024,East,Wireless Earbuds,Electronics,Retargeting Campaign,Social Media,Q2,4550,138000,5520,276,5%,41400,0.04,0.82,8.1
4/12/2024,East,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q2,4650,140000,7000,350,5%,52500,0.05,0.66,10.29
4/19/2024,South,Power Bank,Electronics,Social Media Boost Campaign,Search Engine,Q2,5050,155000,6200,310,5%,46500,0.04,0.81,8.21
4/26/2024,South,Sneakers,Fashion,Summer Sale Campaign,Direct Mail,Q2,6900,72000,2160,108,5%,27000,0.03,3.19,2.91
5/3/2024,North,Mechanical Keyboard,Electronics,Summer Sale Campaign,Email,Q2,4750,143000,7150,358,5%,53625,0.05,0.66,10.29
5/10/2024,South,Hoodie,Fashion,Email Promotion,Social Media,Q2,4650,141000,5640,282,5%,42300,0.04,0.82,8.1
5/17/2024,North,Bluetooth Speaker,Electronics,New Product Launch,Email,Q2,4850,146000,7300,365,5%,54750,0.05,0.66,10.29
5/24/2024,North,Yoga Pants,Fashion,Social Media Boost Campaign,Search Engine,Q2,5150,158000,6320,316,5%,47400,0.04,0.81,8.2
5/31/2024,North,Bluetooth Speaker,Electronics,New Product Launch,Direct Mail,Q2,7000,73000,2190,110,5%,27375,0.03,3.2,2.91
6/7/2024,North,Yoga Pants,Fashion,Retargeting Campaign,Email,Q2,4950,149000,7450,372,5%,55875,0.05,0.66,10.29
6/14/2024,East,Casual T-Shirt,Fashion,Retargeting Campaign,Social Media,Q2,4750,144000,5760,288,5%,43200,0.04,0.82,8.09
6/21/2024,North,Wireless Earbuds,Electronics,Summer Sale Campaign,Email,Q2,5050,152000,7600,380,5%,57000,0.05,0.66,10.29
6/28/2024,North,Power Bank,Electronics,Brand Awareness Campaign,Search Engine,Q3,5250,161000,6440,322,5%,48300,0.04,0.82,8.2
7/5/2024,North,Multivitamins,Health & Fitness,Summer Sale Campaign,Direct Mail,Q3,7100,74000,2220,111,5%,27750,0.03,3.2,2.91
7/12/2024,South,Denim Jeans,Fashion,Search Engine Ads Campaign,Email,Q3,5150,155000,7750,388,5%,58125,0.05,0.66,10.29
7/19/2024,West,Wireless Earbuds,Electronics,Loyalty Program Campaign,Social Media,Q3,4850,147000,5880,294,5%,44100,0.04,0.82,8.09
7/26/2024,South,Sneakers,Fashion,Summer Sale Campaign,Email,Q3,5250,158000,7900,395,5%,59250,0.05,0.66,10.29
8/2/2024,West,Sports Jacket,Fashion,Email Promotion,Search Engine,Q3,5350,164000,6560,328,5%,49200,0.04,0.82,8.2
8/9/2024,South,Laptop Stand,Electronics,Summer Sale Campaign,Direct Mail,Q3,7200,75000,2250,112,5%,28125,0.03,3.2,2.91
8/16/2024,East,Hoodie,Fashion,Retargeting Campaign,Email,Q3,5350,161000,8050,402,5%,60375,0.05,0.66,10.28
8/23/2024,South,Power Bank,Electronics,Summer Sale Campaign,Social Media,Q3,4950,150000,6000,300,5%,45000,0.04,0.82,8.09
8/30/2024,South,Hoodie,Fashion,Retargeting Campaign,Email,Q3,5450,164000,8200,410,5%,61500,0.05,0.66,10.28
9/6/2024,West,Mechanical Keyboard,Electronics,New Product Launch,Search Engine,Q4,5450,167000,6680,334,5%,50100,0.04,0.82,8.19
9/13/2024,North,Laptop Stand,Electronics,New Product Launch,Direct Mail,Q4,7300,76000,2280,114,5%,28500,0.03,3.2,2.9
9/20/2024,South,Mechanical Keyboard,Electronics,Search Engine Ads Campaign,Email,Q4,5550,167000,8350,418,5%,62625,0.05,0.66,10.28
9/27/2024,South,Mechanical Keyboard,Electronics,Email Promotion,Social Media,Q4,5050,153000,6120,306,5%,45900,0.04,0.82,8.09
10/4/2024,North,Sports Jacket,Fashion,Social Media Boost Campaign,Email,Q4,5650,170000,8500,425,5%,63750,0.05,0.66,10.28
10/11/2024,North,Laptop Stand,Electronics,New Product Launch,Search Engine,Q4,5550,170000,6800,340,5%,51000,0.04,0.82,8.19
10/18/2024,North,Laptop Stand,Electronics,New Product Launch,Direct Mail,Q4,7400,77000,2310,116,5%,28875,0.03,3.2,2.9
10/25/2024,East,Mechanical Keyboard,Electronics,New Product Launch,Email,Q4,5750,173000,8650,432,5%,64875,0.05,0.66,10.28
11/1/2024,South,Yoga Pants,Fashion,Flash Sale Campaign,Social Media,Q4,5150,156000,6240,312,5%,46800,0.04,0.82,8.09
11/8/2024,West,Sneakers,Fashion,Summer Sale Campaign,Email,Q4,5850,176000,8800,440,5%,66000,0.05,0.66,10.28
11/15/2024,South,Laptop Stand,Electronics,Retargeting Campaign,Search Engine,Q4,5650,173000,6920,346,5%,51900,0.04,0.82,8.19
11/22/2024,South,Fitness Tracker,Electronics,Summer Sale Campaign,Direct Mail,Q4,7500,78000,2340,117,5%,29250,0.03,3.21,2.9
11/29/2024,West,Sneakers,Fashion,Seasonal Discount Campaign,Email,Q4,5950,179000,8950,448,5%,67125,0.05,0.66,10.28
12/6/2024,South,Laptop Stand,Electronics,Search Engine Ads Campaign,Social Media,Q4,5250,159000,6360,318,5%,47700,0.04,0.82,8.09
12/13/2024,South,Wireless Earbuds,Electronics,New Product Launch,Email,Q4,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
12/20/2024,South,Multivitamins,Health & Fitness,Summer Sale Campaign,Search Engine,Q4,5750,176000,7040,352,5%,52800,0.04,0.82,8.18
12/27/2024,North,Fitness Tracker,Electronics,Social Media Boost Campaign,Direct Mail,Q4,7600,79000,2370,118,5%,29625,0.03,3.21,2.9
1/7/2023,South,Gym Gloves,Health & Fitness,Retargeting Campaign,Search Engine,Q1,3450,108000,4320,216,5%,32400,0.04,0.8,8.39
1/14/2023,South,Sports Jacket,Fashion,Email Promotion,Email,Q1,1850,66000,3300,165,5%,24750,0.05,0.56,12.38
1/21/2023,South,Fitness Tracker,Electronics,Loyalty Program Campaign,Social Media,Q1,2950,90000,3600,180,5%,27000,0.04,0.82,8.15
1/28/2023,South,Mechanical Keyboard,Electronics,Summer Sale Campaign,Direct Mail,Q1,5200,56000,1680,84,5%,21000,0.03,3.1,3.04
2/4/2023,South,Wireless Earbuds,Electronics,New Product Launch,Email,Q1,2150,72000,3600,180,5%,27000,0.05,0.6,11.56
2/11/2023,South,Laptop Stand,Electronics,Retargeting Campaign,Search Engine,Q1,3650,114000,4560,228,5%,34200,0.04,0.8,8.37
2/18/2023,South,Power Bank,Electronics,Email Promotion,Email,Q1,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
2/25/2023,West,Wireless Earbuds,Electronics,New Product Launch,Social Media,Q1,3050,93000,3720,186,5%,27900,0.04,0.82,8.15
3/4/2023,South,Multivitamins,Health & Fitness,Summer Sale Campaign,Direct Mail,Q1,5700,61000,1830,92,5%,22875,0.03,3.11,3.01
3/11/2023,North,Laptop Stand,Electronics,Email Promotion,Email,Q1,2550,78000,3900,195,5%,29250,0.05,0.65,10.47
3/18/2023,West,Multivitamins,Health & Fitness,Summer Sale Campaign,Search Engine,Q1,3950,122000,4880,244,5%,36600,0.04,0.81,8.27
3/25/2023,West,Fitness Tracker,Electronics,Summer Sale Campaign,Email,Q2,2750,83000,4150,208,5%,31125,0.05,0.66,10.32
4/1/2023,East,Running Shoes,Fashion,Summer Sale Campaign,Social Media,Q2,3350,101000,4040,202,5%,30300,0.04,0.83,8.04
4/8/2023,North,Resistance Bands,Health & Fitness,Seasonal Discount Campaign,Direct Mail,Q2,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
4/15/2023,South,Fitness Tracker,Electronics,Summer Sale Campaign,Email,Q2,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
4/22/2023,East,Laptop Stand,Electronics,New Product Launch,Search Engine,Q2,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
4/29/2023,North,Protein Powder,Health & Fitness,Seasonal Discount Campaign,Email,Q2,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
5/6/2023,East,Denim Jeans,Fashion,Flash Sale Campaign,Social Media,Q2,3650,110000,4400,220,5%,33000,0.04,0.83,8.04
5/13/2023,North,Power Bank,Electronics,Seasonal Discount Campaign,Direct Mail,Q2,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
5/20/2023,South,Smart Watch,Electronics,Seasonal Discount Campaign,Email,Q2,3050,92000,4600,230,5%,34500,0.05,0.66,10.31
5/27/2023,West,Protein Powder,Health & Fitness,New Product Launch,Search Engine,Q2,4150,128000,5120,256,5%,38400,0.04,0.81,8.25
6/3/2023,East,Bluetooth Speaker,Electronics,Retargeting Campaign,Email,Q2,3150,95000,4750,238,5%,35625,0.05,0.66,10.31
6/10/2023,South,Power Bank,Electronics,Loyalty Program Campaign,Social Media,Q2,3750,113000,4520,226,5%,33900,0.04,0.83,8.04
6/17/2023,South,Denim Jeans,Fashion,Summer Sale Campaign,Direct Mail,Q2,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
6/24/2023,East,Mechanical Keyboard,Electronics,Brand Awareness Campaign,Email,Q2,3250,98000,4900,245,5%,36750,0.05,0.66,10.31
7/1/2023,West,Hoodie,Fashion,Summer Sale Campaign,Search Engine,Q3,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
7/8/2023,South,Sports Jacket,Fashion,Summer Sale Campaign,Email,Q3,3350,101000,5050,252,5%,37875,0.05,0.66,10.31
7/15/2023,West,Gaming Mouse,Electronics,New Product Launch,Social Media,Q3,3850,117000,4680,234,5%,35100,0.04,0.82,8.12
7/22/2023,South,Laptop Stand,Electronics,Influencer Marketing Campaign,Direct Mail,Q3,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
7/29/2023,South,Gym Gloves,Health & Fitness,Seasonal Discount Campaign,Email,Q3,3450,104000,5200,260,5%,39000,0.05,0.66,10.3
8/5/2023,South,Casual T-Shirt,Fashion,Summer Sale Campaign,Search Engine,Q3,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
8/12/2023,East,Bluetooth Speaker,Electronics,Summer Sale Campaign,Email,Q3,3550,107000,5350,268,5%,40125,0.05,0.66,10.3
8/19/2023,North,Yoga Mat,Health & Fitness,Social Media Boost Campaign,Social Media,Q3,3950,120000,4800,240,5%,36000,0.04,0.82,8.11
8/26/2023,North,Yoga Mat,Health & Fitness,New Product Launch,Direct Mail,Q3,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
9/2/2023,West,Wireless Earbuds,Electronics,Seasonal Discount Campaign,Email,Q3,3650,110000,5500,275,5%,41250,0.05,0.66,10.3
9/9/2023,West,Bluetooth Speaker,Electronics,New Product Launch,Search Engine,Q3,4450,137000,5480,274,5%,41100,0.04,0.81,8.24
9/16/2023,West,Protein Powder,Health & Fitness,Search Engine Ads Campaign,Email,Q3,3750,113000,5650,282,5%,42375,0.05,0.66,10.3
9/23/2023,West,Gym Gloves,Health & Fitness,New Product Launch,Social Media,Q4,4050,123000,4920,246,5%,36900,0.04,0.82,8.11
9/30/2023,East,Resistance Bands,Health & Fitness,Retargeting Campaign,Direct Mail,Q4,6300,66000,1980,99,5%,24750,0.03,3.18,2.93
10/7/2023,South,Running Shoes,Fashion,Email Promotion,Email,Q4,3850,116000,5800,290,5%,43500,0.05,0.66,10.3
10/14/2023,South,Casual T-Shirt,Fashion,Email Promotion,Search Engine,Q4,4550,140000,5600,280,5%,42000,0.04,0.81,8.23
10/21/2023,East,Fitness Tracker,Electronics,Email Promotion,Email,Q4,3950,119000,5950,298,5%,44625,0.05,0.66,10.3
10/28/2023,South,Running Shoes,Fashion,New Product Launch,Social Media,Q4,4150,126000,5040,252,5%,37800,0.04,0.82,8.11
11/4/2023,East,Laptop Stand,Electronics,Search Engine Ads Campaign,Direct Mail,Q4,6400,67000,2010,100,5%,25125,0.03,3.18,2.93
11/11/2023,North,Mechanical Keyboard,Electronics,Retargeting Campaign,Email,Q4,4050,122000,6100,305,5%,45750,0.05,0.66,10.3
11/18/2023,East,Multivitamins,Health & Fitness,Retargeting Campaign,Search Engine,Q4,4650,143000,5720,286,5%,42900,0.04,0.81,8.23
11/25/2023,North,Protein Powder,Health & Fitness,Search Engine Ads Campaign,Email,Q4,4250,128000,6400,320,5%,48000,0.05,0.66,10.29
12/2/2023,West,Wireless Earbuds,Electronics,New Product Launch,Social Media,Q4,4250,129000,5160,258,5%,38700,0.04,0.82,8.11
12/9/2023,West,Casual T-Shirt,Fashion,Social Media Boost Campaign,Direct Mail,Q4,6500,68000,2040,102,5%,25500,0.03,3.19,2.92
12/16/2023,North,Bluetooth Speaker,Electronics,New Product Launch,Email,Q4,4350,131000,6550,328,5%,49125,0.05,0.66,10.29
12/23/2023,North,Denim Jeans,Fashion,New Product Launch,Search Engine,Q4,4750,146000,5840,292,5%,43800,0.04,0.81,8.22
12/30/2023,North,Gaming Mouse,Electronics,Email Promotion,Email,Q4,4450,134000,6700,335,5%,50250,0.05,0.66,10.29
1/6/2024,South,Sneakers,Fashion,Summer Sale Campaign,Social Media,Q1,4350,132000,5280,264,5%,39600,0.04,0.82,8.1
1/13/2024,South,Sneakers,Fashion,Email Promotion,Direct Mail,Q1,6600,69000,2070,104,5%,25875,0.03,3.19,2.92
1/20/2024,North,Resistance Bands,Health & Fitness,Cart Abandonment Campaign,Email,Q1,4550,137000,6850,342,5%,51375,0.05,0.66,10.29
1/27/2024,West,Running Shoes,Fashion,Social Media Boost Campaign,Search Engine,Q1,4850,149000,5960,298,5%,44700,0.04,0.81,8.22
2/3/2024,South,Denim Jeans,Fashion,New Product Launch,Email,Q1,4650,140000,7000,350,5%,52500,0.05,0.66,10.29
2/10/2024,West,Hoodie,Fashion,New Product Launch,Social Media,Q1,4450,135000,5400,270,5%,40500,0.04,0.82,8.1
2/17/2024,West,Casual T-Shirt,Fashion,Summer Sale Campaign,Direct Mail,Q1,6700,70000,2100,105,5%,26250,0.03,3.19,2.92
2/24/2024,South,Yoga Pants,Fashion,New Product Launch,Email,Q1,4750,143000,7150,358,5%,53625,0.05,0.66,10.29
3/2/2024,North,Casual T-Shirt,Fashion,New Product Launch,Search Engine,Q1,4950,152000,6080,304,5%,45600,0.04,0.81,8.21
3/9/2024,North,Sneakers,Fashion,Search Engine Ads Campaign,Email,Q1,4850,146000,7300,365,5%,54750,0.05,0.66,10.29
3/16/2024,South,Multivitamins,Health & Fitness,Search Engine Ads Campaign,Social Media,Q2,4550,138000,5520,276,5%,41400,0.04,0.82,8.1
3/23/2024,North,Laptop Stand,Electronics,Retargeting Campaign,Direct Mail,Q2,6800,71000,2130,106,5%,26625,0.03,3.19,2.92
3/30/2024,South,Gym Gloves,Health & Fitness,Summer Sale Campaign,Email,Q2,4950,149000,7450,372,5%,55875,0.05,0.66,10.29
4/6/2024,South,Yoga Pants,Fashion,Email Promotion,Search Engine,Q2,5050,155000,6200,310,5%,46500,0.04,0.81,8.21
4/13/2024,West,Sports Jacket,Fashion,Summer Sale Campaign,Email,Q2,5050,152000,7600,380,5%,57000,0.05,0.66,10.29
4/20/2024,East,Denim Jeans,Fashion,Email Promotion,Social Media,Q2,4650,141000,5640,282,5%,42300,0.04,0.82,8.1
4/27/2024,North,Smart Watch,Electronics,Search Engine Ads Campaign,Direct Mail,Q2,6900,72000,2160,108,5%,27000,0.03,3.19,2.91
5/4/2024,South,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q2,5150,155000,7750,388,5%,58125,0.05,0.66,10.29
5/11/2024,East,Multivitamins,Health & Fitness,Retargeting Campaign,Search Engine,Q2,5150,158000,6320,316,5%,47400,0.04,0.81,8.2
5/18/2024,South,Yoga Pants,Fashion,Email Promotion,Email,Q2,5250,158000,7900,395,5%,59250,0.05,0.66,10.29
5/25/2024,West,Power Bank,Electronics,New Product Launch,Social Media,Q2,4750,144000,5760,288,5%,43200,0.04,0.82,8.09
6/1/2024,South,Yoga Mat,Health & Fitness,Loyalty Program Campaign,Direct Mail,Q2,7000,73000,2190,110,5%,27375,0.03,3.2,2.91
6/8/2024,South,Laptop Stand,Electronics,Social Media Boost Campaign,Email,Q2,5350,161000,8050,402,5%,60375,0.05,0.66,10.28
6/15/2024,North,Bluetooth Speaker,Electronics,Retargeting Campaign,Search Engine,Q2,5250,161000,6440,322,5%,48300,0.04,0.82,8.2
6/22/2024,West,Casual T-Shirt,Fashion,Search Engine Ads Campaign,Email,Q2,5450,164000,8200,410,5%,61500,0.05,0.66,10.28
6/29/2024,South,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Social Media,Q3,4850,147000,5880,294,5%,44100,0.04,0.82,8.09
7/6/2024,North,Denim Jeans,Fashion,Influencer Marketing Campaign,Direct Mail,Q3,7100,74000,2220,111,5%,27750,0.03,3.2,2.91
7/13/2024,South,Resistance Bands,Health & Fitness,Brand Awareness Campaign,Email,Q3,5550,167000,8350,418,5%,62625,0.05,0.66,10.28
7/20/2024,West,Laptop Stand,Electronics,New Product Launch,Search Engine,Q3,5350,164000,6560,328,5%,49200,0.04,0.82,8.2
7/27/2024,North,Gym Gloves,Health & Fitness,Email Promotion,Email,Q3,5650,170000,8500,425,5%,63750,0.05,0.66,10.28
8/3/2024,South,Running Shoes,Fashion,Seasonal Discount Campaign,Social Media,Q3,4950,150000,6000,300,5%,45000,0.04,0.82,8.09
8/10/2024,South,Hoodie,Fashion,Social Media Boost Campaign,Direct Mail,Q3,7200,75000,2250,112,5%,28125,0.03,3.2,2.91
8/17/2024,North,Protein Powder,Health & Fitness,Flash Sale Campaign,Email,Q3,5750,173000,8650,432,5%,64875,0.05,0.66,10.28
8/24/2024,North,Bluetooth Speaker,Electronics,Summer Sale Campaign,Search Engine,Q3,5450,167000,6680,334,5%,50100,0.04,0.82,8.19
8/31/2024,North,Smart Watch,Electronics,Retargeting Campaign,Email,Q3,5850,176000,8800,440,5%,66000,0.05,0.66,10.28
9/7/2024,North,Wireless Earbuds,Electronics,Email Promotion,Social Media,Q4,5050,153000,6120,306,5%,45900,0.04,0.82,8.09
9/14/2024,South,Yoga Pants,Fashion,Summer Sale Campaign,Direct Mail,Q4,7300,76000,2280,114,5%,28500,0.03,3.2,2.9
9/21/2024,West,Gaming Mouse,Electronics,Summer Sale Campaign,Email,Q4,5950,179000,8950,448,5%,67125,0.05,0.66,10.28
9/28/2024,South,Bluetooth Speaker,Electronics,Search Engine Ads Campaign,Search Engine,Q4,5550,170000,6800,340,5%,51000,0.04,0.82,8.19
10/5/2024,South,Yoga Mat,Health & Fitness,Email Promotion,Email,Q4,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
10/12/2024,East,Yoga Mat,Health & Fitness,Social Media Boost Campaign,Social Media,Q4,5150,156000,6240,312,5%,46800,0.04,0.82,8.09
10/19/2024,South,Multivitamins,Health & Fitness,Loyalty Program Campaign,Direct Mail,Q4,7400,77000,2310,116,5%,28875,0.03,3.2,2.9
10/26/2024,South,Gaming Mouse,Electronics,Seasonal Discount Campaign,Email,Q4,6150,185000,9250,462,5%,69375,0.05,0.66,10.28
11/2/2024,South,Sports Jacket,Fashion,Email Promotion,Search Engine,Q4,5650,173000,6920,346,5%,51900,0.04,0.82,8.19
11/9/2024,East,Denim Jeans,Fashion,Email Promotion,Email,Q4,6250,188000,9400,470,5%,70500,0.05,0.66,10.28
11/16/2024,East,Protein Powder,Health & Fitness,Retargeting Campaign,Social Media,Q4,5250,159000,6360,318,5%,47700,0.04,0.82,8.09
11/23/2024,East,Mechanical Keyboard,Electronics,Retargeting Campaign,Direct Mail,Q4,7500,78000,2340,117,5%,29250,0.03,3.21,2.9
11/30/2024,East,Casual T-Shirt,Fashion,New Product Launch,Email,Q4,6350,191000,9550,478,5%,71625,0.05,0.66,10.28
12/7/2024,West,Sneakers,Fashion,Summer Sale Campaign,Search Engine,Q4,5750,176000,7040,352,5%,52800,0.04,0.82,8.18
12/14/2024,North,Hoodie,Fashion,New Product Launch,Email,Q4,6450,194000,9700,485,5%,72750,0.05,0.66,10.28
12/21/2024,North,Smart Watch,Electronics,Summer Sale Campaign,Social Media,Q4,5350,162000,6480,324,5%,48600,0.04,0.82,8.09
12/28/2024,South,Gym Gloves,Health & Fitness,Flash Sale Campaign,Direct Mail,Q4,7600,79000,2370,118,5%,29625,0.03,3.21,2.9
1/9/2023,South,Running Shoes,Fashion,Social Media Boost Campaign,Social Media,Q1,2750,85000,3400,170,5%,25500,0.04,0.81,8.27
1/16/2023,South,Hoodie,Fashion,Email Promotion,Email,Q1,1950,68000,3400,170,5%,25500,0.05,0.57,12.08
1/23/2023,South,Fitness Tracker,Electronics,Email Promotion,Search Engine,Q1,3550,111000,4440,222,5%,33300,0.04,0.8,8.38
1/30/2023,East,Hoodie,Fashion,Search Engine Ads Campaign,Direct Mail,Q1,5300,57000,1710,86,5%,21375,0.03,3.1,3.03
2/6/2023,North,Bluetooth Speaker,Electronics,Loyalty Program Campaign,Email,Q1,2250,73000,3650,182,5%,27375,0.05,0.62,11.17
2/13/2023,West,Sports Jacket,Fashion,Email Promotion,Social Media,Q1,3150,97000,3880,194,5%,29100,0.04,0.81,8.24
2/20/2023,South,Gaming Mouse,Electronics,Retargeting Campaign,Email,Q1,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
2/27/2023,East,Hoodie,Fashion,Email Promotion,Search Engine,Q1,3850,119000,4760,238,5%,35700,0.04,0.81,8.27
3/6/2023,South,Laptop Stand,Electronics,Email Promotion,Direct Mail,Q1,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
